id;de;fr;en;it;
A25.3;"Es gibt bereits einige stehende Gewässer. Sehr gut! Denn zahlreiche Lebewesen wie bestimmte Insekten und Amphibien sind auf stehende Gewässer angewiesen. <br><strong>Pflege-Tipp:</strong><br>  Bestehende Tümpel müssen gepflegt werden: Laub, Algen und Schlamm sollten zwischen Ende September und Anfang November entfernt werden. Am besten jedes Jahr nur einen Teil säubern. So können Tiere während der Säuberung in die anderen Bereiche flüchten. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du Hinweise zum Erstellen und Pflegen von stehenden Gewässern.";"Il y a déjà beaucoup d'eau stagnante. C'est une très bonne chose ! En effet, de nombreux organismes, comme certains insectes et amphibiens, sont tributaires d'eau stagnante. <br><strong>Conseil d'entretien :</strong><br> les mares existantes doivent être entretenues. Les feuillages, les algues et la vase doivent être retirés entre fin septembre et début novembre. Il est préférable de n'en nettoyer qu'une partie chaque année. Ainsi, les animaux peuvent se réfugier dans les autres parties pendant le nettoyage. Dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> de www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e, tu trouveras des indications sur la création et l'entretien des eaux stagnantes.";"There's already a lot of stagnant water. And that's a very good thing! After all, many living beings, such as certain insects and amphibians, depend on stagnant water. <br><strong>Maintenance advice:</strong><br> Existing ponds should be maintained: foliage, algae and mud should be removed between late September and early November. It is preferable to clean only part of them each year. This way, animals can take refuge in the other parts during cleaning. In the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for education, you will find indications on the creation and maintenance of stagnant water.";"Nell'area oggetto di studio c'è già molta acqua stagnante. Questo aspetto è molto positivo! Molti esseri viventi, come alcuni insetti e anfibi, dipendono dall'acqua stagnante. <br><strong>Consigli per la manutenzione:</strong><br> Gli stagni esistenti dovrebbero essere mantenuti: fogliame, alghe e limo dovrebbero essere rimossi tra fine settembre e inizio novembre. È preferibile pulirne solo una parte ogni anno. In questo modo, gli animali possono rifugiarsi nelle altre parti durante la pulizia. Nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">guida</a></strong> sotto globe-swiss.ch > Offerte > BioDivSchool > per l'educazione, troverete una guida sulla creazione e la manutenzione dell'acqua stagnante.";
A26.0;Du hast keine Angaben zu fliessenden Gewässer gemacht. Unter anderem verbringen zahlreiche Insekten einen Teil ihrer Entwicklung in fliessenden Gewässern.;"Tu n'as pas indiqué la présence d'eau courante.Entre autres, le développement de nombreux insectes se fait en partie dans l’eau courante.";"You didn't indicate the presence of running water. Many insects, among others, spend part of their development in running water.";Non avete menzionato la presenza di acqua corrente. Molti insetti hanno bisogno di acqua corrente per la maggior parte degli stadi di vita.;
A26.1;"Es gibt keine fliessenden Gewässer im Untersuchungsgebiet. Unter anderem verbringen zahlreiche Insekten einen Teil ihrer Entwicklung in fliessenden Gewässern. <br><strong>Verbesserungs-Tipp:</strong><br> Ein Fliessgewässer lässt sich nicht so einfach schaffen. Am einfachsten ist es, wenn es einen bestehenden Tümpel gibt. Dann kann man einen Zufluss schaffen. Mit einer Pumpe wird das Wasser des Tümpels hochgepumpt und fliesst wieder in den Tümpel.";"Il n'y a pas d'eau courante dans la zone d'étude. Entre autres, le développement de nombreux insectes se fait en partie dans l’eau courante. <br><strong>Conseil d'amélioration :</strong><br> Il n'est pas facile de créer un cours d'eau. Le plus simple est qu'il y ait une mare existante. Ensuite, il est possible de créer un affluent. L'eau de la mare est remontée à l'aide d'une pompe et s'écoule à nouveau dans la mare.";"There are no watercourses in the study area. Among other things, many insects spend part of their development in flowing water. <br><strong>Improvement tip:</strong><br> It is not easy to create a watercourse. The easiest way is if there is an existing pond. After that, you can create a tributary. The water from the pond is pumped up and flows back into the pond.";"Nell'area oggetto di studio non sono presenti corsi d'acqua. Molti insetti, infatti, trascorrono parte del loro sviluppo in acqua corrente. <br><strong>Suggerimento per migliorare la situazione:</strong><br> Non è facile creare un corso d'acqua. Il modo più semplice è quello di partire da un laghetto esistente, creando un piccolo affluente e in seguito l'acqua del laghetto può essere pompata per farla riportare nel laghetto.";
A26.2;"Es gibt bereits Fliessgewässer. Gut! Denn unter anderem verbringen zahlreiche Insekten einen Teil ihrer Entwicklung in fliessenden Gewässern. <br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass das Fliessgewässer nicht zuwächst.";"Il y a déjà des cours d'eau. Tant mieux ! En effet, le développement de nombreux insectes se fait en partie dans l’eau courante. <br><strong>Conseil d'entretien :</strong><br> Veille à ce que le cours d'eau ne soit pas envahi par la végétation.";"There are already waterways. That's good! Many insects, among others, spend part of their development in flowing water. <br><strong>Maintenance tip:</strong><br> Be careful not to overgrow the watercourse.";"Nell'area oggetto di studio sono presenti già dei corsi d'acqua. Bene! Molti insetti, infatti, trascorrono parte del loro sviluppo nell'acqua corrente. <br><strong>Suggerimento per la manutenzione:</strong><br> Assicuratevi che nel corso d'acqua sia presente troppa vegetazione che fa rallentare troppo il flusso d'acqua.";
A27.0;Du hast keine Angaben zur Umgebung gemacht. Die Umgebung kannst du zwar kaum beeinflussen. Umgekehrt beeinflusst die Umgebung jedoch dein Gebiet:<strong>Chemische Schädlingsbekämpfungsmittel</strong> und <strong>Düngemittel</strong> von benachbarter Intensivlandwirtschaft gelangen auch auf dein Gebiet. Und benachbarte überbaute Gebiete behindern den Austausch von Lebewesen mit natürlichen Lebensräumen in der Umgebung.;"Tu n’as pas donné de détails sur les alentours. Tu ne peux pas les influencer. En revanche, les alentours influencent ta zone d'étude : <strong>les pesticides</strong> et les <strong>engrais</strong> provenant de l'agriculture intensive voisine arrivent aussi sur ta zone d'étude. Et les zones construites voisines entravent la circulation d'organismes vivants avec les habitats naturels environnants.";"You didn't give any details about the environment. You can't influence the environment. On the other hand, the environment influences your region: <strong>Chemical pesticides</strong> and <strong>fertilisers</strong> from neighbouring intensive agriculture also reach your region. And nearby built-up areas hinder the exchange of living beings with the surrounding natural habitats.";"Non ha fornito alcun dettaglio sull'ambiente circostante. Non è possibile agire direttamente sull'ambiente circostante, ma bisogna considerare che i dintorni possono influenzare la vostra area di studio: <strong>pesticidi chimici</strong> e <strong>fertilizzanti</strong> provenienti dalla vicina agricoltura intensiva raggiungono anche la vostra regione. Inoltre, le aree edificate vicine ostacolano il passaggio di esseri viventi tra gli habitat naturali circostanti.";
A27.1;"Dein Gebiet ist weitgehend umgeben von intensiver Landwirtschaft oder überbautem Gebiet. Die Umgebung kannst du zwar kaum beeinflussen. Umgekehrt beeinflusst die Umgebung jedoch dein Gebiet: <strong>Chemische Schädlingsbekämpfungsmittel</strong> und <strong>Düngemittel</strong> von benachbarter Intensivlandwirtschaft gelangen auch auf dein Gebiet. Und benachbarte überbaute Gebiete behindern den Austausch von Lebewesen mit natürlichen Lebensräumen in der Umgebung. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere die Bevölkerung der Umgebung darüber, wie wichtig Biodiversität ist. Plane dazu eine Informationskampagne. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du Hinweise wie man so etwas anpacken kann.";"Ton terrain est en grande partie entouré d'agriculture intensive ou de zones construites. Tu ne peux guère agir sur les alentours. En revanche, les alentours agissent sur ta zone d'étude : les <strong>pesticides</strong> et les <strong>engrais</strong> de l'agriculture intensive proche atteignent aussi ton terrain. Et les zones construites avoisinantes entravent la circulation des organismes vivants entre les habitats naturels environnants. <br><strong>Conseil d'amélioration :</strong><br> informe la population du voisinage sur l'importance de la biodiversité. Prévois dans ce but une campagne. Dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e, tu trouveras des indications sur la manière d'aborder une telle démarche.";"Most of your territory is surrounded by intensive agriculture or built-up areas. You can't influence the environment. On the other hand, the environment influences your territory: the <strong>chemical pesticides</strong> and <strong>fertilisers</strong> from neighbouring intensive agriculture also reach your territory. And nearby built-up areas hinder the exchange of living beings with surrounding natural habitats. <br><strong>Improvement tip:</strong><br>Inform the local population about the importance of biodiversity. Plan an information campaign to do this. In the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for teaching, you'll find indications on how to approach such an initiative.";"La maggior parte del vostro territorio è circondato da agricoltura intensiva o da aree edificate. Non è possibile agire direttamente sull'ambiente circostante, ma bisogna considerare che i dintorni possono influenzare la vostra area di studio: i <strong>pesticidi chimici</strong> e i <strong>fertilizzanti</strong> della vicina agricoltura intensiva raggiungono anche il vostro territorio. Inoltre, le aree edificate vicine ostacolano il passaggio di esseri viventi tra gli habitat naturali circostanti. <br><strong>Suggerimento per migliorare la situazione:</strong><br>informate la popolazione locale sull'importanza della biodiversità. A tal fine pianificate una campagna informativa. Nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">guida</a></strong> alla voce globe-swiss.ch > Offerte > BioDivSchool > per l'insegnamento, troverete le linee guida su come organizzarvi per proporre un simile approccio.";
A27.2;"Dein Gebiet ist teilweise umgeben von intensiver Landwirtschaft oder überbautem Gebiet. Die Umgebung kannst du zwar kaum beeinflussen. Umgekehrt beeinflusst die Umgebung jedoch dein Gebiet:<strong>Chemische Schädlingsbekämpfungsmittel</strong> und <strong>Düngemittel</strong> von benachbarter Intensivlandwirtschaft gelangen auch auf dein Gebiet. Und benachbarte überbaute Gebiete behindern den Austausch von Lebewesen mit natürlichen Lebensräumen in der Umgebung. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere die Bevölkerung der Umgebung darüber, wie wichtig Biodiversität ist. Plane dazu eine Informationskampagne. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du Hinweise wie man so etwas anpacken kann.";"Ton terrain est en partie entouré d'agriculture intensive ou de zones construites. Tu ne peux guère agir sur les alentours.  En revanche, les alentours agissent sur ta zone d'étude : <strong>les pesticides</strong> et les <strong>engrais</strong>  de l'agriculture intensive proche atteignent aussi ton terrain. Et les zones construites avoisinantes entravent la circulation des organismes vivants entre les habitats naturels environnants. <br><strong>Conseil d'amélioration :</strong><br> informe la population du voisinage sur l'importance de la biodiversité. Prévois dans ce but une campagne d'information. Dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e, tu trouveras des indications sur la manière d'aborder une telle démarche.";"Some of your land is surrounded by intensive agriculture or built-up areas. You can't influence the environment. On the other hand, the environment influences your region: <strong>Chemical pesticides</strong> and <strong>fertilisers</strong> from neighbouring intensive agriculture also reach your region. And nearby built-up areas hinder the exchange of living beings with surrounding natural habitats. <br><strong>Improvement tip:</strong><br>Inform the local population about the importance of biodiversity. Plan an information campaign to do this. In the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for teaching, you'll find indications on how to approach such an initiative.";"Alcuni dei vostri terreni sono circondati da aree agricole intensive o da aree edificate. Non è possibile agire direttamente sull'ambiente circostante, ma bisogna considerare che i dintorni possono influenzare la vostra area di studio:  <strong>pesticidi chimici</strong> e <strong>fertilizzanti</strong> provenienti dalla vicina agricoltura intensiva raggiungono anche la vostra regione. Inoltre, le aree edificate vicine ostacolano il passaggio di esseri viventi tra gli habitat naturali circostanti. <br><strong>Suggerimento per migliorare la situazione:</strong><br>informate la popolazione locale sull'importanza della biodiversità. A tal fine pianificate una campagna informativa. Nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">guida</a></strong> alla voce globe-swiss.ch > Offerte > BioDivSchool > per l'insegnamento, troverete le linee guida su come organizzarvi per proporre un simile approccio.";
A27.3;Dein Gebiet ist kaum umgeben von intensiver Landwirtschaft oder überbautem Gebiet. Glück gehabt! Denn die Umgebung kannst du kaum beeinflussen. Umgekehrt beeinflusst die Umgebung jedoch dein Gebiet:<strong>Chemische Schädlingsbekämpfungsmittel</strong> und <strong>Düngemittel</strong> von benachbarter Intensivlandwirtschaft gelangen auch auf dein Gebiet. Und benachbarte überbaute Gebiete behindern den Austausch von Lebewesen mit natürlichen Lebensräumen in der Umgebung.;"Ta zone d'étude est peu entourée d'agriculture intensive ou de zones construites. Tu as de la chance ! En effet, tu ne peux pas agir sur les alentours. En revanche, les alentours influent sur ta zone d'étude : <strong>les pesticides</strong> et les <strong>engrais</strong> de l'agriculture intensive proche atteignent aussi ton terrain. Et les zones construites avoisinantes entravent la circulation des organismes vivants entre les habitats naturels environnants.";"Your region is hardly surrounded by intensive agriculture or built-up areas. You're in luck! In fact, you can't influence the environment. On the other hand, the environment influences your territory: <strong>Chemical pesticides</strong> and <strong>fertilisers</strong> from neighbouring intensive agriculture also reach your territory. And nearby built-up areas hinder the exchange of living beings with the surrounding natural habitats.";"La vostra regione non risulta essere circondata da aree agricole o edificate. Siete fortunati! Infatti, non è possibile agire direttamente sull'ambiente circostante, ma bisogna considerare che i dintorni possono influenzare la vostra area di studio: <strong>pesticidi chimici</strong> e <strong>fertilizzanti</strong> provenienti dalla vicina agricoltura intensiva raggiungono anche il vostro territorio. Inoltre, le aree edificate vicine ostacolano il passaggio di esseri viventi tra gli habitat naturali circostanti. ";
A28.0;"Es gibt keine Angaben dazu, mit welchen <strong>Geräten</strong> die Grasfläche geschnitten wird. Die Art und Weise, wie Gras geschnitten wird, beeinflusst sowohl Pflanzen und Tiere sehr stark.<br>";Il n'y a pas d'indication sur les <strong>outils</strong> utilisés pour couper l'herbe. La manière dont l'herbe est coupée influence fortement les plantes comme les animaux.<br>;There is no presence to indicate which <strong>tools</strong> are used to cut the grass. The way the grass is cut has a very strong influence on both plants and animals.<br>;Non vi è alcuna indicazione su quali <strong>strumenti</strong> vengono utilizzati per tagliare l'erba. La modalità con cui l'erba viene tagliata ha un'influenza molto forte sia sulle piante che sugli animali.<br>;
A28.1;"Der grössere Teil der Grasfläche wird mit <strong>Ride-on Mäher, Rasenmäher, Fadenmäher oder Motorsense</strong> geschnitten. Das ist tödlich. Denn diese Geräte schneiden das Gras sehr kurz. Nur sehr wenige Pflanzenarten kommen damit zu recht. Alle anderen Pflanzen verschwinden. Diese Geräte töten oder vertreiben beim Mähen auch sehr viele Tiere. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere dich, wie Grasflächen gepflegt werden können, damit darauf möglichst viele Pflanzen und Tiere leben können. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die das Gras schneiden. Überlegt zusammen Möglichkeiten, wie das Vorgehen verbessert werden kann.";"La plus grande partie de l'herbe est coupée avec des <strong>tondeuses à gazon ou des débroussailleuses </strong>. Cette pratique est problématique. En effet, ces appareils coupent l'herbe très court. Très peu de plantes survivent.  Ces appareils tuent ou font fuir aussi beaucoup d'animaux lors de la coupe. <br><strong>Conseil d'amélioration :</strong><br> renseigne-toi sur la manière d'entretenir les surfaces herbacées afin qu'un maximum de plantes et d'animaux puissent y vivre. Tu trouveras des informations complémentaires à ce sujet dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignement. Rencontre ensuite les personnes qui tondent l'herbe. Réfléchissez ensemble aux possibilités d'améliorer la procédure.";"Most grass is cut with <strong>ride-on mowers, lawnmowers, string trimmers or brush cutters </strong>. This is deadly. In fact, these machines cut the grass very short. Very few plant species survive. All other plants disappear. These machines also kill or scare off a lot of animals during mowing. <br><strong>Improvement tip:</strong><br> Find out more about how to maintain grassy surfaces so that as many plants and animals as possible can live there. You can find out more in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for education. After that, meet the people who cut the grass. Brainstorm with them about how to improve the procedure.";"La maggior parte dell'erba viene tagliata con <strong>tosaerba (elettrico o a benzina), tagliabordi o decespugliatori</strong>. Questo aspetto è letale per gli esseri viventi. Infatti, queste macchine tagliano l'erba molto corta, con la conseguenza che pochissime specie vegetali sopravvivono. Tutte le altre scompaiono. Durante la falciatura, inoltre, queste macchine uccidono o spaventano molti animali. <br><strong>Suggerimento per migliorare la situazione:</strong><br> scopri di più su come mantenere le aree erbose in modo che possano vivere il maggior numero possibile di piante e animali. Per saperne di più, consultate la <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> su globe-swiss.ch > Offerte > BioDivSchool > per la formazione. In seguito cercate di incontrare le persone che si occupano del taglio dell'erba. Fate un brainstorming con loro su la procedura potrebbe essere migliorata.";
A28.2;"Ein beträchtlicher Teil der Grasfläche wird mit <strong>Sense oder Balkenmäher</strong> geschnitten. Das ist gut. Denn diese Geräte schneiden das Gras nicht zu kurz. Dadurch kommen mehr Pflanzenarten damit zu recht. Auch überleben mehr Tiere, wenn das Gras mit diesen Geräten geschnitten wird. <br><strong>Pflege-Tipp:</strong><br>  Diese Art der Pflege ist sehr aufwendig. Erkundige dich, ob du dabei mithelfen kannst. Und vielleicht lässt sich noch mehr Grasfläche mit Sense oder Balkenmäher mähen anstatt mit Rasenmähern oder Fadenmäher?";"Une partie considérable de l'herbe est coupée avec une <strong>faux ou une motofaucheuse</strong>. C'est une bonne chose. En effet, ces appareils ne coupent pas l'herbe trop courte. Ainsi, un plus grand nombre de plantes et d'animaux survivent lorsque l'herbe est coupée avec ces appareils. <br><strong>Conseil d'entretien :</strong><br> ce type d'entretien est très coûteux. Renseigne-toi pour savoir si tu peux participer à ce travail. Peut-être qu'une plus grande quantité d'herbe pourrait être tondue avec une faux ou une motofaucheuse, plutôt qu'avec une tondeuse à gazon ou une débroussailleuse ?";"A considerable amount of grass is cut with a <strong>scythe or bar mower</strong>. This is a good thing. After all, these machines don't cut the grass too short. This means more plant species are able to recover. Also, a lot more animals survive when grass is cut with these machines. <br><strong>Maintenance tip:</strong><br> This type of maintenance is very expensive. Find out if you can contribute to this work. Perhaps a larger surface area of grass can be cut with a scythe or bar mower instead of a lawnmower or corded mower?";"Una quantità considerevole di erba viene tagliata con una <strong>falce o barra falciante</strong>. Questo è un aspetto positivo. Dopo tutto, queste macchine non tagliano l'erba troppo corta e così più specie vegetali riescono a sopravvivere. Inoltre, molti più animali riescono a sopravvivere quando l'erba viene tagliata con queste macchine. <br><strong>Consiglio per la manutenzione:</strong><br> una manutenzione di questo tipo è molto costosa. Scoprite se potete contribuire a svolgere questo lavoro. Forse un'area più ampia di erba può essere tagliata con una falce o una barra falciante invece che con un tosaerba o un decespugliatore?";
A28.3;"Der grössere Teil der Grasfläche wird mit <strong>Sense oder Balkenmäher</strong> geschnitten. Das ist sehr gut. Denn diese Geräte schneiden das Gras nicht zu kurz. Dadurch kommen mehr Pflanzenarten damit zu recht. Auch überleben mehr Tiere, wenn das Gras mit diesen Geräten geschnitten wird. <br><strong>Pflege-Tipp:</strong><br>  Diese Art der Pflege ist sehr aufwendig. Erkundige dich, ob du dabei mithelfen kannst.";"La plus grande partie de l'herbe est coupée avec une <strong>faux ou une motofaucheuse</strong>. C'est très bien. En effet, ces appareils ne coupent pas l'herbe trop courte. Ainsi, un plus grand nombre de plantes et d'animaux survivent lorsque l'herbe est coupée avec ces appareils. <br><strong>Conseil d'entretien :</strong><br> ce type d'entretien est très coûteux. Renseigne-toi pour savoir si tu peux participer à ce travail.";"Most of the grass is cut with a <strong>scythe or bar mower</strong>. This is all very well. After all, these machines don't cut the grass too short. This means a lot more plant species recover. Also, a lot more animals survive when grass is cut with these devices. <br><strong>Maintenance tip:</strong><br> This type of maintenance is very expensive. Find out if you can take part in this work.";"La maggior parte dell'erba viene tagliata con un <strong>falce o barra falciante</strong>. Questo va benissimo. Dopo tutto, queste macchine non tagliano l'erba troppo corta. Così facendo, più specie vegetali riescono a sopravvivere e molti più animali riescono a sopravvivere. <br><strong>Consiglio per la manutenzione:</strong><br> una manutenzione di questo tipo è molto costosa. Scoprite se potete contribuire a svolgere questo lavoro.";
A29.0;"Es gibt keine Angaben dazu, wie oft das Gras geschnitten wird. Je weniger oft das Gras geschnitten wird, desto eher können Pflanzen Samen bilden. Auch können Tiere eher überleben, wenn das Gras weniger oft geschnitten wird.";"Il n'y a pas d'indication sur la fréquence à laquelle l'herbe est coupée. Moins souvent l'herbe est coupée, plus les plantes ont de chances de produire des graines. Les animaux ont aussi plus de chances de survivre si l'herbe est coupée moins souvent.";"There is no indication as to how often the grass is cut. The less often grass is cut, the more likely it is that plants will produce seeds. Animals are also more likely to survive if the grass is cut less often.";"Non ci sono indicazioni sulla frequenza di taglio dell'erba. Meno spesso si taglia l'erba, più è probabile che le piante producano semi. Anche gli animali hanno maggiori possibilità di sopravvivere se l'erba viene tagliata meno frequentemente.";
A29a.1;Es wird nicht die ganze Grasfläche zum gleichen Zeitpunkt geschnitten. So können sich Tiere in die ungeschnittenen Flächen zurückziehen.;"Il ne faut pas couper toute la surface d'herbe au même moment. Ainsi, les animaux peuvent se réfugier dans les surfaces non coupées.";"The grass surface should not be cut all at once. In this way, animals can take refuge in the uncut surfaces.";"Non bisogna tagliare tutta l'erba nello stesso momento. Così facendo, gli animali possono rifugiarsi nelle aree non tagliate.";
A29b.1;"Das Gras wird nicht zu oft geschnitten. Gut! Denn je häufiger das Gras geschnitten wird, desto weniger verschiedene Pflanzen und Tiere können darin überleben.";"L'herbe n'est pas coupée trop souvent. Tant mieux ! En effet, plus l'herbe est coupée souvent, plus le nombre de plantes et d'animaux différents pouvant y survivre est faible.";"The grass isn't cut too often. That's good! The more often the grass is cut, the fewer different plants and animals can survive in it.";"L'erba non viene tagliata troppo spesso. Tanto meglio! Più spesso l'erba viene tagliata, meno piante e animali diversi possono sopravvivere in essa.";
A29c.1;Ein Teil der Grasfläche wird gar nicht geschnitten. So können sich die nicht geschnittenen Pflanzen besser versamen. Auch können viele Tiere in den ungeschnittenen Grasflächen überwintern.<br>;Une partie de la surface herbacée n'est pas coupée du tout. Les plantes non coupées peuvent ainsi plus facilement se reproduire et beaucoup d'animaux peuvent hiverner dans les herbes non coupées.<br>;Part of the grass surface is not cut at all. That means uncut plants can reproduce more easily. A lot of animals can also spend the winter in the uncut grass surfaces.<br>;"Una parte della superficie erbacea non viene mai tagliata. Ciò facilita la riproduzione delle piante che non vengono tagliate. Inoltre, molti animali hanno la possibilità di svernare nelle aree erbacee non tagliate.<br>";
A29e.1;"Es gibt Grasflächen, die erst nach einem bestimmten Zeitpunkt im Juni oder Juli geschnitten werden. Sehr gut! Denn so können bei viele Pflanzen die Samen reifen. Diese Pflanzen könne sich dadurch auf natürliche Weise fortpflanzen.";"Il y a des surfaces herbacées qui ne sont coupées qu'après une certaine date, en juin ou en juillet. C'est très facile ! En effet, cela permet à beaucoup de plantes de faire mûrir leurs graines. Ces plantes peuvent ainsi se reproduire de manière naturelle.";"Some grass surfaces are only cut after a certain date, in June or July. It's very easy! In fact, this allows a lot of plants to ripen their seeds. That means they can reproduce naturally.";"Alcune aree erbacee vengono tagliate solo dopo una certa data, a giugno o luglio. È molto semplice! Infatti, facendo così molte piante riescono a far maturare i loro semi e possono quindi riprodursi naturalmente.";
A29.P;"Das Gras wird zu oft oder zu früh geschnitten. Oder es wird die ganze Grasfläche miteinander geschnitten. Oder kein Teil der Grasfläche wird stehen gelassen. Das ist schlecht. Denn so können weniger Samen reifen. Dadurch können sich Pflanzen auch nicht auf natürliche Weise fortpflanzen. Je häufiger das Gras geschnitten wird, desto weniger verschiedene Tiere können darin überleben. Und ungeschnittene Grasflächen bieten einen Rückzugsort für zahlreiche Tiere. <br><strong>Pflege-Tipp:</strong><br>  Informiere dich, wie Grasflächen gepflegt werden können, damit darauf möglichst viele Pflanzen und Tiere leben können. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die das Gras schneiden. Überlegt zusammen welche Flächen zum Spielen gebraucht werden. Auf diesen Flächen wird das Gras oft geschnitten. Die übrigen Flächen könne weniger oft geschnitten werden. Teile der Grasfläche können in einem Jahr auch gar nicht geschnitten werden.";"L'herbe est coupée trop souvent ou trop tôt. Ou la totalité de la surface herbacée est coupée. Ou encore, aucune partie de l'herbe n'est laissée sur place. C'est regrettable car cela réduit le nombre de graines susceptibles de mûrir. Les plantes ne peuvent donc pas se reproduire de manière naturelle. Plus l'herbe est coupée fréquemment, moins il y a de petits animaux différents qui peuvent y survivre. Pour nombre d'entre eux, l'herbe non coupée constitue un refuge. <br><strong>Conseil d'entretien :</strong><br> renseigne-toi sur la manière d'entretenir les surfaces herbacése afin qu'un maximum de plantes et d'animaux puissent y vivre. Tu trouveras des informations complémentaires à ce sujet dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> sur le site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignement. Rencontre ensuite les personnes qui coupent l'herbe. Réfléchissez ensemble aux surfaces nécessaires pour jouer. Sur ces terrains, l'herbe est tondue souvent. Les autres surfaces peuvent être tondues moins souvent. Certaines parties de la pelouse peuvent aussi ne pas être coupées durant une année.";"The grass is cut too often or too early. Or the entire grass surface is cut together. Or no part of the grass surface is left. This is bad. That means not enough seeds can mature. Also, the plants cannot reproduce naturally. The more often the grass is cut, the fewer different animals can survive on it. And uncut grass surfaces provide a refuge for many animals. <br><strong>Maintenance tip:</strong><br> Find out how grass surfaces can be maintained so that lots of plants and animals can live there. You can find out more in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for education. After that, meet the people who cut the grass. Together, think about which surfaces are used for playing. Grass is often cut on these surfaces. Other surfaces can be cut less often. Some parts of the grass surface can also be left uncut throughout the year.";"L'erba viene tagliata troppo spesso o troppo presto, oppure viene tagliata tutta nello stesso momento. O ancora non rimane più erba del tutto. Questo è un problema! Infatti non ci sono abbastanza semi che riescono ad arrivare a maturazione e quindi le piante non riescono a riprodursi naturalmente. Più spesso l'erba viene tagliata, minore è il numero di animali diversi che riescono a sopravviverci. Le aree erbacee non tagliate sono un rifugio per molti animali. <br><strong>Suggerimento per la manutenzione:</strong><br> scopri come mantenere le aree erbose in modo che vi possano vivere molte piante e animali. Per saperne di più, consultate la <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> su globe-swiss.ch > Offerte > BioDivSchool > per la formazione. Prendete contatto con le persone che si occupano di tagliare l'erba. Identificate insieme quali aree vengono utilizzate per giocare e dove quindi l'erba viene tagliata più spesso. Nelle altre aree l'erba può essere tagliato meno frequentemente. Alcune parti dell'area erbosa potrebbero addirittura non essere tagliate durante tutto l'anno.";
